tool_id,tool_status,merge_key,start_time,end_time
TOOL_001,Productive; Regular Production,44,2024-04-05 09:00:00,2024-04-05 12:00:00
TOOL_001,Productive; Regular Production,45,2024-04-05 12:00:00,2024-04-05 15:00:00
TOOL_001,Productive; Regular Production,46,2024-04-05 15:00:00,2024-04-05 18:00:00
TOOL_001,Productive; Regular Production,47,2024-04-05 18:00:00,2024-04-05 21:00:00
TOOL_001,Productive; Regular Production,48,2024-04-05 21:00:00,2024-04-06 00:00:00
TOOL_001,Productive; Regular Production,49,2024-04-06 00:00:00,2024-04-06 03:00:00
TOOL_001,Productive; Regular Production,50,2024-04-06 03:00:00,2024-04-06 06:00:00
TOOL_001,Productive; Regular Production,51,2024-04-06 06:00:00,2024-04-06 08:00:00
TOOL_001,Productive; Regular Production,52,2024-04-06 08:00:00,2024-04-06 10:00:00
TOOL_001,Productive; Regular Production,53,2024-04-06 10:00:00,2024-04-06 12:00:00
TOOL_001,Productive; Regular Production,54,2024-04-06 12:00:00,2024-04-06 14:00:00
TOOL_001,Productive; Regular Production,55,2024-04-06 14:00:00,2024-04-06 16:00:00
TOOL_001,Productive; Regular Production,56,2024-04-06 16:00:00,2024-04-06 19:00:00
TOOL_001,Productive; Regular Production,57,2024-04-06 19:00:00,2024-04-06 21:00:00
TOOL_001,Productive; Regular Production,58,2024-04-06 21:00:00,2024-04-06 23:00:00
TOOL_001,Productive; Regular Production,59,2024-04-06 23:00:00,2024-04-07 02:00:00
TOOL_001,Productive; Regular Production,60,2024-04-07 02:00:00,2024-04-07 04:00:00
TOOL_001,Unscheduled Downtime; Repair; Repair - Repair,61,2024-04-07 04:00:00,2024-04-07 07:00:00
TOOL_001,Productive; Engineering Runs; Post Maintenance Qual,62,2024-04-07 07:00:00,2024-04-07 12:00:00
TOOL_001,Productive; Regular Production,63,2024-04-07 12:00:00,2024-04-07 14:00:00
TOOL_001,Productive; Regular Production,64,2024-04-07 14:00:00,2024-04-07 17:00:00
TOOL_001,Productive; Regular Production,65,2024-04-07 17:00:00,2024-04-07 19:00:00
TOOL_001,Productive; Regular Production,66,2024-04-07 19:00:00,2024-04-07 22:00:00
TOOL_001,Productive; Regular Production,67,2024-04-07 22:00:00,2024-04-08 00:00:00
TOOL_001,Productive; Regular Production,68,2024-04-08 00:00:00,2024-04-08 02:00:00
TOOL_001,Productive; Regular Production,69,2024-04-08 02:00:00,2024-04-08 04:00:00
TOOL_001,Productive; Regular Production,70,2024-04-08 04:00:00,2024-04-08 06:00:00
TOOL_001,Productive; Regular Production,71,2024-04-08 06:00:00,2024-04-08 09:00:00
TOOL_001,Productive; Regular Production,72,2024-04-08 09:00:00,2024-04-08 12:00:00
TOOL_001,Productive; Regular Production,73,2024-04-08 12:00:00,2024-04-08 14:00:00
TOOL_001,Productive; Regular Production,74,2024-04-08 14:00:00,2024-04-08 16:00:00
TOOL_001,Unscheduled Downtime; User Maintenance Delay,75,2024-04-08 16:00:00,2024-04-08 18:00:00
TOOL_001,Unscheduled Downtime; Repair; Repair - Repair,76,2024-04-08 18:00:00,2024-04-08 21:00:00
TOOL_001,Productive; Engineering Runs; Post Maintenance Qual,77,2024-04-08 21:00:00,2024-04-09 01:00:00
TOOL_001,Productive; Regular Production,78,2024-04-09 01:00:00,2024-04-09 04:00:00
TOOL_001,Productive; Regular Production,79,2024-04-09 04:00:00,2024-04-09 07:00:00
TOOL_001,Productive; Regular Production,80,2024-04-09 07:00:00,2024-04-09 09:00:00
TOOL_001,Productive; Regular Production,81,2024-04-09 09:00:00,2024-04-09 11:00:00
TOOL_001,Productive; Regular Production,82,2024-04-09 11:00:00,2024-04-09 13:00:00
TOOL_001,Standby; No Operator; Waiting For Carrier Delivery/Pickup,83,2024-04-09 13:00:00,2024-04-09 16:00:00
TOOL_001,Productive; Regular Production,84,2024-04-09 16:00:00,2024-04-09 19:00:00
TOOL_001,Productive; Regular Production,85,2024-04-09 19:00:00,2024-04-09 22:00:00
TOOL_001,Productive; Regular Production,86,2024-04-09 22:00:00,2024-04-10 01:00:00
TOOL_001,Productive; Regular Production,87,2024-04-10 01:00:00,2024-04-10 03:00:00
TOOL_001,Productive; Regular Production,88,2024-04-10 03:00:00,2024-04-10 06:00:00
TOOL_001,Productive; Regular Production,89,2024-04-10 06:00:00,2024-04-10 09:00:00
TOOL_001,Productive; Regular Production,90,2024-04-10 09:00:00,2024-04-10 12:00:00
TOOL_001,Productive; Regular Production,91,2024-04-10 12:00:00,2024-04-10 14:00:00
TOOL_001,Productive; Regular Production,92,2024-04-10 14:00:00,2024-04-10 16:00:00
TOOL_001,Productive; Regular Production,93,2024-04-10 16:00:00,2024-04-10 19:00:00
TOOL_001,Productive; Regular Production,94,2024-04-10 19:00:00,2024-04-10 22:00:00
TOOL_001,Productive; Regular Production,95,2024-04-10 22:00:00,2024-04-11 00:00:00
TOOL_001,Productive; Regular Production,96,2024-04-11 00:00:00,2024-04-11 02:00:00
TOOL_001,Productive; Regular Production,97,2024-04-11 02:00:00,2024-04-11 04:00:00
TOOL_001,Productive; Regular Production,98,2024-04-11 04:00:00,2024-04-11 07:00:00
TOOL_001,Productive; Regular Production,99,2024-04-11 07:00:00,2024-04-11 10:00:00
TOOL_001,Productive; Regular Production,100,2024-04-11 10:00:00,2024-04-11 13:00:00
TOOL_001,Productive; Regular Production,101,2024-04-11 13:00:00,2024-04-11 16:00:00
TOOL_001,Productive; Regular Production,102,2024-04-11 16:00:00,2024-04-11 18:00:00
TOOL_001,Productive; Regular Production,103,2024-04-11 18:00:00,2024-04-11 20:00:00
TOOL_001,Productive; Regular Production,104,2024-04-11 20:00:00,2024-04-11 22:00:00
TOOL_001,Productive; Regular Production,105,2024-04-11 22:00:00,2024-04-12 01:00:00
TOOL_001,Productive; Regular Production,106,2024-04-12 01:00:00,2024-04-12 03:00:00
TOOL_001,Productive; Regular Production,107,2024-04-12 03:00:00,2024-04-12 06:00:00
TOOL_001,Productive; Regular Production,108,2024-04-12 06:00:00,2024-04-12 09:00:00
TOOL_001,Productive; Regular Production,109,2024-04-12 09:00:00,2024-04-12 11:00:00
TOOL_001,Productive; Regular Production,110,2024-04-12 11:00:00,2024-04-12 13:00:00
TOOL_001,Productive; Regular Production,111,2024-04-12 13:00:00,2024-04-12 15:00:00
TOOL_001,Productive; Regular Production,112,2024-04-12 15:00:00,2024-04-12 18:00:00
TOOL_001,Productive; Regular Production,113,2024-04-12 18:00:00,2024-04-12 21:00:00
TOOL_001,Productive; Regular Production,114,2024-04-12 21:00:00,2024-04-12 23:00:00
TOOL_001,Productive; Regular Production,115,2024-04-12 23:00:00,2024-04-13 01:00:00
TOOL_001,Productive; Regular Production,116,2024-04-13 01:00:00,2024-04-13 04:00:00
TOOL_001,Productive; Regular Production,117,2024-04-13 04:00:00,2024-04-13 07:00:00
TOOL_001,Productive; Regular Production,118,2024-04-13 07:00:00,2024-04-13 09:00:00
TOOL_001,Productive; Regular Production,119,2024-04-13 09:00:00,2024-04-13 11:00:00
TOOL_001,Productive; Regular Production,120,2024-04-13 11:00:00,2024-04-13 13:00:00
TOOL_001,Productive; Regular Production,121,2024-04-13 13:00:00,2024-04-13 16:00:00
TOOL_001,Productive; Engineering Runs; Service Routine - Do Not Reload,122,2024-04-13 16:00:00,2024-04-13 19:00:00
TOOL_001,Unscheduled Downtime; Repair; Repair - Repair,123,2024-04-13 19:00:00,2024-04-13 22:00:00
TOOL_001,Productive; Engineering Runs; Post Maintenance Qual,124,2024-04-13 22:00:00,2024-04-14 02:00:00
TOOL_001,Productive; Regular Production,125,2024-04-14 02:00:00,2024-04-14 05:00:00
TOOL_001,Productive; Regular Production,126,2024-04-14 05:00:00,2024-04-14 07:00:00
TOOL_001,Productive; Regular Production,127,2024-04-14 07:00:00,2024-04-14 09:00:00
TOOL_001,Productive; Regular Production,128,2024-04-14 09:00:00,2024-04-14 11:00:00
TOOL_001,Productive; Regular Production,129,2024-04-14 11:00:00,2024-04-14 14:00:00
TOOL_001,Productive; Regular Production,130,2024-04-14 14:00:00,2024-04-14 16:00:00
TOOL_001,Productive; Regular Production,131,2024-04-14 16:00:00,2024-04-14 19:00:00
TOOL_001,Productive; Regular Production,132,2024-04-14 19:00:00,2024-04-14 21:00:00
TOOL_001,Productive; Regular Production,133,2024-04-14 21:00:00,2024-04-15 00:00:00
TOOL_001,Productive; Regular Production,134,2024-04-15 00:00:00,2024-04-15 03:00:00
TOOL_001,Productive; Regular Production,135,2024-04-15 03:00:00,2024-04-15 06:00:00
TOOL_001,Productive; Regular Production,136,2024-04-15 06:00:00,2024-04-15 09:00:00
TOOL_001,Productive; Regular Production,137,2024-04-15 09:00:00,2024-04-15 12:00:00
TOOL_001,Productive; Regular Production,138,2024-04-15 12:00:00,2024-04-15 15:00:00
TOOL_001,Productive; Regular Production,139,2024-04-15 15:00:00,2024-04-15 18:00:00
TOOL_001,Productive; Regular Production,140,2024-04-15 18:00:00,2024-04-15 21:00:00
TOOL_001,Productive; Regular Production,141,2024-04-15 21:00:00,2024-04-16 00:00:00
TOOL_001,Productive; Regular Production,142,2024-04-16 00:00:00,2024-04-16 02:00:00
TOOL_001,Scheduled Downtime; Preventive Maintenance; Bi-Weekly PM,143,2024-04-16 02:00:00,2024-04-16 04:00:00
TOOL_001,Productive; Engineering Runs; Post Maintenance Qual,144,2024-04-16 04:00:00,2024-04-16 09:00:00
TOOL_001,Productive; Regular Production,145,2024-04-16 09:00:00,2024-04-16 11:00:00
TOOL_001,Productive; Regular Production,146,2024-04-16 11:00:00,2024-04-16 13:00:00
TOOL_001,Productive; Regular Production,147,2024-04-16 13:00:00,2024-04-16 15:00:00
TOOL_001,Productive; Regular Production,148,2024-04-16 15:00:00,2024-04-16 17:00:00
TOOL_001,Productive; Regular Production,149,2024-04-16 17:00:00,2024-04-16 20:00:00
TOOL_001,Productive; Regular Production,150,2024-04-16 20:00:00,2024-04-16 22:00:00
TOOL_001,Productive; Regular Production,151,2024-04-16 22:00:00,2024-04-17 00:00:00
TOOL_001,Productive; Regular Production,152,2024-04-17 00:00:00,2024-04-17 02:00:00
TOOL_001,Productive; Regular Production,153,2024-04-17 02:00:00,2024-04-17 04:00:00
TOOL_001,Productive; Regular Production,154,2024-04-17 04:00:00,2024-04-17 06:00:00
TOOL_001,Productive; Regular Production,155,2024-04-17 06:00:00,2024-04-17 08:00:00
TOOL_001,Productive; Regular Production,156,2024-04-17 08:00:00,2024-04-17 10:00:00
TOOL_001,Productive; Regular Production,157,2024-04-17 10:00:00,2024-04-17 12:00:00
TOOL_001,Productive; Regular Production,158,2024-04-17 12:00:00,2024-04-17 15:00:00
TOOL_001,Productive; Regular Production,159,2024-04-17 15:00:00,2024-04-17 18:00:00
TOOL_001,Productive; Regular Production,160,2024-04-17 18:00:00,2024-04-17 21:00:00
TOOL_001,Productive; Engineering Runs; Service Routine - Do Not Reload,161,2024-04-17 21:00:00,2024-04-18 00:00:00
TOOL_001,Productive; Regular Production,162,2024-04-18 00:00:00,2024-04-18 03:00:00
TOOL_001,Productive; Regular Production,163,2024-04-18 03:00:00,2024-04-18 05:00:00
TOOL_001,Productive; Regular Production,164,2024-04-18 05:00:00,2024-04-18 07:00:00
TOOL_001,Unscheduled Downtime; Repair; Repair - Repair,165,2024-04-18 07:00:00,2024-04-18 10:00:00
TOOL_001,Productive; Engineering Runs; Post Maintenance Qual,166,2024-04-18 10:00:00,2024-04-18 15:00:00
TOOL_001,Productive; Regular Production,167,2024-04-18 15:00:00,2024-04-18 18:00:00
TOOL_001,Productive; Regular Production,168,2024-04-18 18:00:00,2024-04-18 20:00:00
TOOL_001,Productive; Regular Production,169,2024-04-18 20:00:00,2024-04-18 22:00:00
TOOL_001,Productive; Regular Production,170,2024-04-18 22:00:00,2024-04-19 00:00:00
TOOL_001,Productive; Regular Production,171,2024-04-19 00:00:00,2024-04-19 03:00:00
TOOL_001,Productive; Regular Production,172,2024-04-19 03:00:00,2024-04-19 05:00:00
TOOL_001,Productive; Regular Production,173,2024-04-19 05:00:00,2024-04-19 07:00:00
TOOL_001,Productive; Regular Production,174,2024-04-19 07:00:00,2024-04-19 10:00:00
TOOL_001,Productive; Regular Production,175,2024-04-19 10:00:00,2024-04-19 13:00:00
TOOL_001,Productive; Regular Production,176,2024-04-19 13:00:00,2024-04-19 15:00:00
TOOL_001,Productive; Regular Production,177,2024-04-19 15:00:00,2024-04-19 17:00:00
TOOL_001,Productive; Regular Production,178,2024-04-19 17:00:00,2024-04-19 20:00:00
TOOL_001,Productive; Regular Production,179,2024-04-19 20:00:00,2024-04-19 22:00:00
TOOL_001,Productive; Regular Production,180,2024-04-19 22:00:00,2024-04-20 01:00:00
TOOL_001,Productive; Regular Production,181,2024-04-20 01:00:00,2024-04-20 03:00:00
TOOL_001,Productive; Regular Production,182,2024-04-20 03:00:00,2024-04-20 06:00:00
TOOL_001,Productive; Regular Production,183,2024-04-20 06:00:00,2024-04-20 08:00:00
TOOL_001,Productive; Regular Production,184,2024-04-20 08:00:00,2024-04-20 11:00:00
TOOL_001,Productive; Regular Production,185,2024-04-20 11:00:00,2024-04-20 13:00:00
TOOL_001,Productive; Regular Production,186,2024-04-20 13:00:00,2024-04-20 15:00:00
TOOL_001,Productive; Regular Production,187,2024-04-20 15:00:00,2024-04-20 18:00:00
TOOL_001,Productive; Regular Production,188,2024-04-20 18:00:00,2024-04-20 21:00:00
TOOL_001,Productive; Regular Production,189,2024-04-20 21:00:00,2024-04-20 23:00:00
TOOL_001,Productive; Regular Production,190,2024-04-20 23:00:00,2024-04-21 02:00:00
TOOL_001,Productive; Regular Production,191,2024-04-21 02:00:00,2024-04-21 04:00:00
TOOL_001,Productive; Regular Production,192,2024-04-21 04:00:00,2024-04-21 06:00:00
TOOL_001,Productive; Regular Production,193,2024-04-21 06:00:00,2024-04-21 09:00:00
TOOL_001,Productive; Regular Production,194,2024-04-21 09:00:00,2024-04-21 11:00:00
TOOL_001,Productive; Regular Production,195,2024-04-21 11:00:00,2024-04-21 13:00:00
TOOL_001,Unscheduled Downtime; Repair; Repair - Repair,196,2024-04-21 13:00:00,2024-04-21 16:00:00
TOOL_001,Productive; Engineering Runs; Post Maintenance Qual,197,2024-04-21 16:00:00,2024-04-21 21:00:00
TOOL_001,Productive; Regular Production,198,2024-04-21 21:00:00,2024-04-21 23:00:00
TOOL_001,Productive; Regular Production,199,2024-04-21 23:00:00,2024-04-22 02:00:00
TOOL_001,Productive; Regular Production,200,2024-04-22 02:00:00,2024-04-22 05:00:00
TOOL_001,Productive; Regular Production,201,2024-04-22 05:00:00,2024-04-22 07:00:00
TOOL_001,Productive; Regular Production,202,2024-04-22 07:00:00,2024-04-22 10:00:00
TOOL_001,Productive; Regular Production,203,2024-04-22 10:00:00,2024-04-22 12:00:00
TOOL_001,Productive; Regular Production,204,2024-04-22 12:00:00,2024-04-22 14:00:00
TOOL_001,Productive; Regular Production,205,2024-04-22 14:00:00,2024-04-22 16:00:00
TOOL_001,Productive; Regular Production,206,2024-04-22 16:00:00,2024-04-22 19:00:00
TOOL_001,Productive; Regular Production,207,2024-04-22 19:00:00,2024-04-22 22:00:00
TOOL_001,Productive; Regular Production,208,2024-04-22 22:00:00,2024-04-23 01:00:00
TOOL_001,Productive; Regular Production,209,2024-04-23 01:00:00,2024-04-23 03:00:00
TOOL_001,Productive; Regular Production,210,2024-04-23 03:00:00,2024-04-23 05:00:00
TOOL_001,Productive; Regular Production,211,2024-04-23 05:00:00,2024-04-23 08:00:00
TOOL_001,Productive; Regular Production,212,2024-04-23 08:00:00,2024-04-23 10:00:00
TOOL_001,Productive; Regular Production,213,2024-04-23 10:00:00,2024-04-23 13:00:00
TOOL_001,Productive; Regular Production,214,2024-04-23 13:00:00,2024-04-23 15:00:00
TOOL_001,Productive; Regular Production,215,2024-04-23 15:00:00,2024-04-23 17:00:00
TOOL_001,Productive; Regular Production,216,2024-04-23 17:00:00,2024-04-23 20:00:00
TOOL_001,Productive; Regular Production,217,2024-04-23 20:00:00,2024-04-23 22:00:00
TOOL_001,Productive; Regular Production,218,2024-04-23 22:00:00,2024-04-24 00:00:00
TOOL_001,Standby; No Operator; Waiting For Carrier Delivery/Pickup,219,2024-04-24 00:00:00,2024-04-24 02:00:00
TOOL_001,Productive; Regular Production,220,2024-04-24 02:00:00,2024-04-24 05:00:00
TOOL_001,Unscheduled Downtime; User Maintenance Delay,221,2024-04-24 05:00:00,2024-04-24 07:00:00
TOOL_001,Unscheduled Downtime; Repair; Repair - Repair,222,2024-04-24 07:00:00,2024-04-24 13:00:00
TOOL_001,Productive; Engineering Runs; Post Maintenance Qual,223,2024-04-24 13:00:00,2024-04-24 16:00:00
TOOL_001,Productive; Regular Production,224,2024-04-24 16:00:00,2024-04-24 19:00:00
TOOL_001,Productive; Regular Production,225,2024-04-24 19:00:00,2024-04-24 22:00:00
TOOL_001,Productive; Regular Production,226,2024-04-24 22:00:00,2024-04-25 00:00:00
TOOL_001,Productive; Regular Production,227,2024-04-25 00:00:00,2024-04-25 02:00:00
TOOL_001,Productive; Regular Production,228,2024-04-25 02:00:00,2024-04-25 04:00:00
TOOL_001,Productive; Regular Production,229,2024-04-25 04:00:00,2024-04-25 07:00:00
TOOL_001,Productive; Regular Production,230,2024-04-25 07:00:00,2024-04-25 09:00:00
TOOL_001,Productive; Regular Production,231,2024-04-25 09:00:00,2024-04-25 12:00:00
TOOL_001,Productive; Regular Production,232,2024-04-25 12:00:00,2024-04-25 15:00:00
TOOL_001,Productive; Regular Production,233,2024-04-25 15:00:00,2024-04-25 17:00:00
TOOL_001,Productive; Regular Production,234,2024-04-25 17:00:00,2024-04-25 20:00:00
TOOL_001,Productive; Regular Production,235,2024-04-25 20:00:00,2024-04-25 23:00:00
TOOL_001,Productive; Regular Production,236,2024-04-25 23:00:00,2024-04-26 01:00:00
TOOL_001,Productive; Regular Production,237,2024-04-26 01:00:00,2024-04-26 04:00:00
TOOL_001,Productive; Regular Production,238,2024-04-26 04:00:00,2024-04-26 07:00:00
TOOL_001,Productive; Regular Production,239,2024-04-26 07:00:00,2024-04-26 09:00:00
TOOL_001,Productive; Regular Production,240,2024-04-26 09:00:00,2024-04-26 12:00:00
TOOL_001,Productive; Engineering Runs; Processing - Do Not Reload,241,2024-04-26 12:00:00,2024-04-26 14:00:00
TOOL_001,Productive; Regular Production,242,2024-04-26 14:00:00,2024-04-26 17:00:00
TOOL_001,Productive; Regular Production,243,2024-04-26 17:00:00,2024-04-26 20:00:00
TOOL_001,Productive; Regular Production,244,2024-04-26 20:00:00,2024-04-26 22:00:00
TOOL_001,Productive; Regular Production,245,2024-04-26 22:00:00,2024-04-27 01:00:00
TOOL_001,Productive; Regular Production,246,2024-04-27 01:00:00,2024-04-27 03:00:00
TOOL_001,Productive; Regular Production,247,2024-04-27 03:00:00,2024-04-27 05:00:00
TOOL_001,Productive; Regular Production,248,2024-04-27 05:00:00,2024-04-27 08:00:00
TOOL_001,Productive; Regular Production,249,2024-04-27 08:00:00,2024-04-27 10:00:00
TOOL_001,Productive; Regular Production,250,2024-04-27 10:00:00,2024-04-27 12:00:00
TOOL_001,Productive; Regular Production,251,2024-04-27 12:00:00,2024-04-27 14:00:00
TOOL_001,Productive; Regular Production,252,2024-04-27 14:00:00,2024-04-27 16:00:00
TOOL_001,Productive; Regular Production,253,2024-04-27 16:00:00,2024-04-27 19:00:00
TOOL_001,Productive; Regular Production,254,2024-04-27 19:00:00,2024-04-27 22:00:00
TOOL_001,Productive; Regular Production,255,2024-04-27 22:00:00,2024-04-28 01:00:00
TOOL_001,Productive; Regular Production,256,2024-04-28 01:00:00,2024-04-28 03:00:00
TOOL_001,Productive; Regular Production,257,2024-04-28 03:00:00,2024-04-28 05:00:00
TOOL_001,Productive; Regular Production,258,2024-04-28 05:00:00,2024-04-28 07:00:00
TOOL_001,Productive; Regular Production,259,2024-04-28 07:00:00,2024-04-28 10:00:00
TOOL_001,Productive; Regular Production,260,2024-04-28 10:00:00,2024-04-28 12:00:00
TOOL_001,Productive; Regular Production,261,2024-04-28 12:00:00,2024-04-28 14:00:00
TOOL_001,Productive; Regular Production,262,2024-04-28 14:00:00,2024-04-28 17:00:00
TOOL_001,Productive; Regular Production,263,2024-04-28 17:00:00,2024-04-28 19:00:00
TOOL_001,Productive; Regular Production,264,2024-04-28 19:00:00,2024-04-28 21:00:00
TOOL_001,Productive; Regular Production,265,2024-04-28 21:00:00,2024-04-29 00:00:00
TOOL_001,Productive; Regular Production,266,2024-04-29 00:00:00,2024-04-29 02:00:00
TOOL_001,Productive; Regular Production,267,2024-04-29 02:00:00,2024-04-29 04:00:00
TOOL_001,Productive; Regular Production,268,2024-04-29 04:00:00,2024-04-29 06:00:00
TOOL_001,Productive; Regular Production,269,2024-04-29 06:00:00,2024-04-29 08:00:00
TOOL_001,Productive; Regular Production,270,2024-04-29 08:00:00,2024-04-29 10:00:00
TOOL_001,Productive; Regular Production,271,2024-04-29 10:00:00,2024-04-29 13:00:00
TOOL_001,Productive; Regular Production,272,2024-04-29 13:00:00,2024-04-29 16:00:00
TOOL_001,Productive; Regular Production,273,2024-04-29 16:00:00,2024-04-29 18:00:00
TOOL_001,Productive; Regular Production,274,2024-04-29 18:00:00,2024-04-29 20:00:00
TOOL_001,Productive; Regular Production,275,2024-04-29 20:00:00,2024-04-29 23:00:00
TOOL_001,Standby; No Product,276,2024-04-29 23:00:00,2024-04-30 01:00:00
TOOL_001,Productive; Regular Production,277,2024-04-30 01:00:00,2024-04-30 04:00:00
TOOL_001,Productive; Regular Production,278,2024-04-30 04:00:00,2024-04-30 06:00:00
TOOL_001,Unscheduled Downtime; Repair; Repair - Repair,279,2024-04-30 06:00:00,2024-04-30 08:00:00
TOOL_001,Productive; Engineering Runs; Post Maintenance Qual,280,2024-04-30 08:00:00,2024-04-30 12:00:00
TOOL_001,Productive; Regular Production,281,2024-04-30 12:00:00,2024-04-30 14:00:00
TOOL_001,Productive; Regular Production,282,2024-04-30 14:00:00,2024-04-30 17:00:00
TOOL_001,Productive; Regular Production,283,2024-04-30 17:00:00,2024-04-30 19:00:00
TOOL_001,Productive; Regular Production,284,2024-04-30 19:00:00,2024-04-30 22:00:00
TOOL_001,Scheduled Downtime; Preventive Maintenance; Bi-Weekly PM,285,2024-04-30 22:00:00,2024-05-01 03:00:00
TOOL_001,Productive; Engineering Runs; Post Maintenance Qual,286,2024-05-01 03:00:00,2024-05-01 08:00:00
TOOL_001,Productive; Regular Production,287,2024-05-01 08:00:00,2024-05-01 10:00:00
TOOL_001,Productive; Regular Production,288,2024-05-01 10:00:00,2024-05-01 12:00:00
TOOL_001,Productive; Engineering Runs; Holding for Priority Lot,289,2024-05-01 12:00:00,2024-05-01 14:00:00
TOOL_001,Standby; No Product,290,2024-05-01 14:00:00,2024-05-01 17:00:00
TOOL_001,Standby; No Operator; Waiting For Carrier Delivery/Pickup,291,2024-05-01 17:00:00,2024-05-01 19:00:00
TOOL_001,Productive; Regular Production,292,2024-05-01 19:00:00,2024-05-01 22:00:00
TOOL_001,Productive; Regular Production,293,2024-05-01 22:00:00,2024-05-02 01:00:00
TOOL_001,Productive; Regular Production,294,2024-05-02 01:00:00,2024-05-02 03:00:00
TOOL_001,Productive; Regular Production,295,2024-05-02 03:00:00,2024-05-02 06:00:00
TOOL_001,Standby; No Product,296,2024-05-02 06:00:00,2024-05-02 09:00:00
TOOL_001,Productive; Regular Production,297,2024-05-02 09:00:00,2024-05-02 11:00:00
TOOL_001,Productive; Regular Production,298,2024-05-02 11:00:00,2024-05-02 13:00:00
TOOL_001,Productive; Regular Production,299,2024-05-02 13:00:00,2024-05-02 16:00:00
